Date,Close
2020-03-16,60.552502
2020-03-17,63.215
2020-03-18,61.6675
2020-03-19,61.195
2020-03-20,57.310001
2020-03-23,56.092499
2020-03-24,61.720001
2020-03-25,61.380001
2020-03-26,64.610001
2020-03-27,61.935001
2020-03-30,63.702499
2020-03-31,63.572498
2020-04-01,60.227501
2020-04-02,61.232498
2020-04-03,60.352501
2020-04-06,65.6175
2020-04-07,64.857498
2020-04-08,66.517502
2020-04-09,66.997498
2020-04-13,68.3125
2020-04-14,71.762497
2020-04-15,71.107498
2020-04-16,71.672501
2020-04-17,70.699997
2020-04-20,69.232498
2020-04-21,67.092499
2020-04-22,69.025002
2020-04-23,68.7575
2020-04-24,70.7425
2020-04-27,70.792503
2020-04-28,69.644997
2020-04-29,71.932503
2020-04-30,73.449997
2020-05-01,72.267502
2020-05-04,73.290001
2020-05-05,74.389999
2020-05-06,75.157501
2020-05-07,75.934998
2020-05-08,77.532501
2020-05-11,78.752502
2020-05-12,77.852501
2020-05-13,76.912498
2020-05-14,77.385002
2020-05-15,76.927498
2020-05-18,78.739998
2020-05-19,78.285004
2020-05-20,79.807503
2020-05-21,79.212502
2020-05-22,79.722504
2020-05-26,79.182503
2020-05-27,79.527496
2020-05-28,79.5625
2020-05-29,79.485001
2020-06-01,80.462502
2020-06-02,80.834999
2020-06-03,81.279999
2020-06-04,80.580002
2020-06-05,82.875
2020-06-08,83.364998
2020-06-09,85.997498
2020-06-10,88.209999
2020-06-11,83.974998
2020-06-12,84.699997
2020-06-15,85.747498
2020-06-16,88.019997
2020-06-17,87.897499
2020-06-18,87.932503
2020-06-19,87.43
2020-06-22,89.717499
2020-06-23,91.6325
2020-06-24,90.014999
2020-06-25,91.209999
2020-06-26,88.407501
2020-06-29,90.445
2020-06-30,91.199997
2020-07-01,91.027496
2020-07-02,91.027496
2020-07-06,93.462502
2020-07-07,93.172501
2020-07-08,95.342499
2020-07-09,95.752502
2020-07-10,95.919998
2020-07-13,95.477501
2020-07-14,97.057503
2020-07-15,97.724998
2020-07-16,96.522499
2020-07-17,96.327499
2020-07-20,98.357498
2020-07-21,97
2020-07-22,97.272499
2020-07-23,92.845001
2020-07-24,92.614998
2020-07-27,94.809998
2020-07-28,93.252502
2020-07-29,95.040001
2020-07-30,96.190002
2020-07-31,106.260002
2020-08-03,108.9375
2020-08-04,109.665001
2020-08-05,110.0625
2020-08-06,113.902496
2020-08-07,111.112503
2020-08-10,112.727501
2020-08-11,109.375
2020-08-12,113.010002
2020-08-13,115.010002
2020-08-14,114.907501
2020-08-17,114.607498
2020-08-18,115.5625
2020-08-19,115.707497
2020-08-20,118.275002
2020-08-21,124.370003
2020-08-24,125.857498
2020-08-25,124.824997
2020-08-26,126.522499
2020-08-27,125.010002
2020-08-28,124.807503
2020-08-31,129.039993
2020-09-01,134.179993
2020-09-02,131.399994
2020-09-03,120.879997
2020-09-04,120.959999
2020-09-08,112.82
2020-09-09,117.32
2020-09-10,113.489998
2020-09-11,112
2020-09-14,115.360001
2020-09-15,115.540001
2020-09-16,112.129997
2020-09-17,110.339996
2020-09-18,106.839996
2020-09-21,110.080002
2020-09-22,111.809998
2020-09-23,107.120003
2020-09-24,108.220001
2020-09-25,112.279999
2020-09-28,114.959999
2020-09-29,114.089996
2020-09-30,115.809998
2020-10-01,116.790001
2020-10-02,113.019997
2020-10-05,116.5
2020-10-06,113.160004
2020-10-07,115.080002
2020-10-08,114.970001
2020-10-09,116.970001
